TimeStamp,Open,High,Low,Close,Volume
2025-07-05 21:00:00,108096.74,108140.0,108061.53,108090.0,83.77406
2025-07-05 22:00:00,108089.99,108200.0,108048.25,108188.47,91.98951
2025-07-05 23:00:00,108188.46,108250.0,108181.61,108198.12,208.53945
2025-07-06 00:00:00,108198.12,108250.0,108112.96,108206.99,89.82019
2025-07-06 01:00:00,108206.99,108218.25,108084.92,108218.25,95.82235
2025-07-06 02:00:00,108218.25,108268.35,108060.02,108060.02,133.80239
2025-07-06 03:00:00,108060.0,108100.0,108025.97,108050.49,77.80971
2025-07-06 04:00:00,108050.49,108100.0,107930.45,107989.11,116.9031
2025-07-06 05:00:00,107989.1,108010.13,107962.19,108003.35,83.81175
2025-07-06 06:00:00,108003.36,108218.0,107977.7,108121.98,156.92717
2025-07-06 07:00:00,108121.99,108194.59,108040.17,108040.31,140.25482
2025-07-06 08:00:00,108040.31,108065.69,107969.31,108005.27,238.55538
2025-07-06 09:00:00,108005.27,108056.01,107817.8,107850.01,198.30154
2025-07-06 10:00:00,107850.0,108111.0,107800.01,107990.93,218.41123
2025-07-06 11:00:00,107990.93,108079.17,107949.99,108076.01,85.72788
2025-07-06 12:00:00,108076.0,108233.0,108045.76,108232.99,204.94128
2025-07-06 13:00:00,108233.0,109127.03,108191.85,108772.17,934.17809
2025-07-06 14:00:00,108772.18,109049.27,108612.0,108933.25,560.71245
2025-07-06 15:00:00,108933.25,109000.12,108665.86,108905.99,493.52424
2025-07-06 16:00:00,108906.0,108955.63,108708.0,108856.92,239.51721
2025-07-06 17:00:00,108856.92,108966.62,108727.16,108919.22,143.19416
2025-07-06 18:00:00,108919.23,108928.0,108266.67,108463.99,356.56585
2025-07-06 19:00:00,108464.0,108630.95,108307.69,108538.46,182.73112
2025-07-06 20:00:00,108538.45,108840.0,108536.86,108665.47,128.29699
2025-07-06 21:00:00,108665.48,109700.0,108665.47,109208.25,810.60996
2025-07-06 22:00:00,109208.24,109526.69,109203.86,109228.73,464.06563
2025-07-06 23:00:00,109228.73,109278.18,108977.54,109203.84,293.12251
2025-07-07 00:00:00,109203.85,109288.02,108800.01,108823.07,253.63512
2025-07-07 01:00:00,108823.07,109089.0,108679.75,109019.13,299.62996
2025-07-07 02:00:00,109019.13,109499.99,109019.12,109364.52,433.83049
2025-07-07 03:00:00,109364.53,109700.0,109364.52,109389.47,326.56622
2025-07-07 04:00:00,109389.46,109447.54,109128.72,109128.73,184.07817
2025-07-07 05:00:00,109128.73,109201.65,109035.21,109079.99,184.85155
2025-07-07 06:00:00,109079.99,109174.87,108769.23,108774.5,348.32807
2025-07-07 07:00:00,108774.5,109061.08,108654.94,109061.08,351.63493
2025-07-07 08:00:00,109061.07,109087.86,108860.5,109011.7,211.49643
2025-07-07 09:00:00,109011.7,109011.71,108761.13,108849.06,259.49114
2025-07-07 10:00:00,108849.05,108899.32,108660.14,108664.14,967.12524
2025-07-07 11:00:00,108664.15,108801.0,108572.52,108642.01,355.32653
2025-07-07 12:00:00,108642.01,108642.02,108303.83,108346.85,889.93465
2025-07-07 13:00:00,108346.86,108572.0,108019.23,108536.84,726.60378
2025-07-07 14:00:00,108536.84,108660.0,107970.0,108223.14,535.69464
2025-07-07 15:00:00,108223.14,108621.45,108223.14,108292.59,364.16316
2025-07-07 16:00:00,108292.59,108493.56,107906.25,107976.91,640.2301
2025-07-07 17:00:00,107976.91,108354.0,107811.0,107943.15,381.91342
2025-07-07 18:00:00,107943.16,108100.0,107513.2,108024.53,492.15098
2025-07-07 19:00:00,108024.53,108314.72,108009.99,108056.68,311.81983
2025-07-07 20:00:00,108056.67,108140.5,107866.66,107886.85,220.5076
2025-07-07 21:00:00,107886.85,108213.0,107800.01,108166.95,283.98408
2025-07-07 22:00:00,108166.94,108180.0,107973.06,108019.23,222.87717
2025-07-07 23:00:00,108019.23,108300.0,108019.23,108262.94,159.50275
2025-07-08 00:00:00,108262.94,108525.0,108193.48,108299.99,409.64154
2025-07-08 01:00:00,108299.99,108300.0,107689.64,107705.03,327.96475
2025-07-08 02:00:00,107705.03,107945.0,107429.57,107766.2,1090.68261
2025-07-08 03:00:00,107766.2,108000.0,107686.92,107901.52,183.27109
2025-07-08 04:00:00,107901.52,108019.24,107750.0,108019.24,152.71362
2025-07-08 05:00:00,108019.23,108220.39,107990.0,108210.94,193.76866
2025-07-08 06:00:00,108210.94,108392.05,108135.25,108299.72,260.36038
2025-07-08 07:00:00,108299.71,108499.0,108216.04,108484.61,403.22303
2025-07-08 08:00:00,108484.61,108525.0,108262.35,108262.36,242.39116
2025-07-08 09:00:00,108262.35,108488.98,108229.15,108469.99,142.75742
2025-07-08 10:00:00,108469.99,108900.0,108419.08,108832.77,470.58627
2025-07-08 11:00:00,108832.78,109005.0,108756.36,108756.37,458.50309
2025-07-08 12:00:00,108756.37,108949.19,108688.82,108949.19,228.47887
2025-07-08 13:00:00,108949.19,109216.56,108631.27,109034.61,591.54102
2025-07-08 14:00:00,109034.6,109072.81,108250.0,108376.0,597.6859
2025-07-08 15:00:00,108376.0,108528.06,108217.07,108268.35,430.74475
2025-07-08 16:00:00,108268.35,108562.95,108096.55,108439.37,340.38908
2025-07-08 17:00:00,108439.37,109100.0,108439.37,108991.0,1106.48635
2025-07-08 18:00:00,108991.01,109020.0,108981.39,108981.39,39.56604
